,Gene,adipose tissue,adrenal gland,amygdala,appendix,basal ganglia,bone marrow,breast,cerebellum,cerebral cortex,cervix,choroid plexus,colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,hippocampal formation,hypothalamus,kidney,liver,lung,lymph node,midbrain,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spinal cord,spleen,stomach,testis,thymus,thyroid gland,tongue,tonsil,urinary bladder,vagina,Adrenocortical cancer,Bile duct cancer,Bladder cancer,Bone cancer,Brain cancer,Esophageal cancer,Gallbladder cancer,Gastric cancer,Kidney cancer,Leukemia,Myeloma,Neuroblastoma,Non-cancerous,Rhabdoid,Sarcoma,Uncategorized,Uterine cancer,breast cancer,cervical cancer,colorectal cancer,head and neck cancer,liver cancer,lung cancer,lymphoma,ovarian cancer,pancreatic cancer,prostate cancer,skin cancer,testis cancer,thyroid cancer
5453,ENSG00000124406,2.7,8.7,2.7,9.2,3.8,23.2,3.6,2.7,33.9,2.1,1.5,12.4,4.1,2.3,11.9,2.2,2.3,2.4,8.1,3.8,3.0,3.7,1.6,11.5,14.7,3.9,8.7,6.8,34.7,2.1,2.3,8.0,11.3,18.8,4.3,5.1,9.6,1.6,8.6,2.7,10.4,8.8,12.2,2.0,9.6,38.5,15.0,11.4,2.4,1.5,0.0,2.7,1.0,0.6,1.2,0.6,0.0,2.6,1.1,10.0,8.9,10.8,0.5,0.8,1.6,0.3,2.4,3.7,1.0,6.6,0.4,0.5,4.0,17.2,2.2,1.5,6.4,0.6,1.0,2.9
5477,ENSG00000124564,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.4,36.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.1,0.0,0.0,0.0,0.0,1.3,44.2,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0
5478,ENSG00000124568,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,163.0,47.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.7,0.0,0.0,0.0,0.0,0.4,12.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0
5491,ENSG00000124615,32.5,9.2,3.4,3.1,4.0,0.0,25.9,4.4,7.5,8.5,7.2,11.4,15.7,9.7,9.8,6.5,10.0,5.3,21.3,2.2,2.4,19.6,39.3,22.2,4.4,2.5,7.9,11.5,9.3,5.1,34.4,5.1,5.4,2.9,6.0,7.2,24.8,7.0,12.3,8.9,2.0,2.5,7.4,3.1,3.2,15.6,43.3,3.3,9.7,6.4,8.1,1.5,4.2,6.5,7.4,2.7,0.0,2.2,4.7,3.1,2.6,5.9,10.5,3.0,10.5,9.8,7.5,4.9,4.2,3.1,2.8,7.2,3.9,0.6,7.9,2.0,6.8,9.9,5.8,7.1
5501,ENSG00000124713,0.8,0.9,1.5,1.3,1.3,3.8,6.9,1.7,1.8,0.8,7.6,0.7,0.2,0.8,2.1,0.6,1.3,0.5,4.6,1.8,1.7,0.9,287.5,1.9,1.0,1.1,1.9,582.7,0.2,8.2,0.3,19.7,0.3,2.1,9.5,1.1,1.8,0.8,1.6,0.5,1.1,2.8,49.4,0.6,1.8,1.8,0.3,1.1,0.8,0.7,3.2,0.5,0.5,1.7,1.5,0.5,0.3,0.6,0.9,2.8,1.1,2.2,0.5,1.0,1.1,0.6,1.4,2.1,0.5,0.5,0.6,1.3,1.0,1.6,0.6,0.4,8.8,0.8,0.3,0.6
5551,ENSG00000125255,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,23.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,16.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,78.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
5552,ENSG00000125257,2.1,1.3,1.5,6.0,1.2,4.0,6.7,0.2,3.0,4.8,7.1,8.9,4.8,3.3,18.4,1.9,9.8,5.9,2.0,1.5,1.9,17.4,1.3,7.4,3.8,2.1,5.0,3.2,21.7,1.3,2.0,39.8,8.2,0.9,1.4,5.3,5.2,2.8,5.3,6.1,2.8,4.0,5.0,4.5,3.8,7.5,1.6,6.2,14.9,1.7,28.6,14.8,12.2,11.4,12.9,10.0,8.5,10.9,30.4,26.7,5.1,10.5,20.2,10.6,9.7,9.1,15.5,5.7,6.2,12.4,6.8,16.4,10.7,10.1,14.3,10.4,68.3,10.2,5.4,9.8
5732,ENSG00000126267,310.9,204.2,353.3,200.5,326.1,458.6,358.3,178.7,348.0,280.3,1088.0,577.2,413.9,190.9,617.9,396.4,318.0,237.2,1238.2,300.6,309.5,497.5,561.9,195.1,307.9,346.6,330.8,282.9,817.4,165.4,214.4,240.2,665.8,267.9,345.1,316.8,1417.1,256.8,341.0,329.8,243.3,188.0,326.7,103.5,414.3,262.1,2354.8,494.9,387.1,198.7,394.1,874.1,623.8,565.9,588.5,699.9,544.0,734.1,627.3,758.7,745.3,478.5,548.2,533.4,578.0,554.7,701.8,913.7,793.4,809.3,569.1,717.4,634.5,941.8,798.6,678.4,638.7,780.9,523.3,598.4
5812,ENSG00000127184,327.8,420.4,654.1,266.2,588.3,310.0,314.2,338.0,586.7,318.5,964.1,543.3,529.3,262.7,393.1,408.3,278.7,188.0,1497.3,526.0,510.8,695.3,601.1,235.9,306.5,636.2,431.0,371.2,752.0,391.7,189.4,296.0,384.7,229.3,445.4,244.3,2300.6,265.9,521.7,199.8,364.1,263.5,417.2,169.7,360.6,318.2,1535.9,310.7,333.1,305.1,318.6,1101.6,655.0,648.7,557.6,618.4,985.7,586.8,800.1,760.9,899.4,556.6,474.7,628.9,629.8,548.7,657.8,768.3,781.0,797.4,604.0,601.2,667.5,904.4,843.8,782.4,891.8,664.8,595.8,609.8
5910,ENSG00000128242,1.3,0.2,17.9,0.4,19.8,0.7,1.1,3.3,10.3,2.6,1.3,5.1,22.3,2.3,1.7,0.5,3.0,5.0,1.1,26.0,18.3,17.9,3.9,1.8,0.6,30.3,2.2,6.7,0.6,1.5,0.9,3.0,2.3,2.2,0.5,1.3,3.0,1.6,23.7,0.3,63.9,0.3,7.9,4.8,0.1,0.2,0.3,0.0,1.6,1.8,0.1,3.8,1.7,1.0,1.2,1.6,0.3,8.9,235.5,0.6,0.8,0.5,0.4,0.3,0.3,0.6,5.9,2.7,0.3,6.8,0.5,9.4,3.8,0.6,15.1,8.6,1.8,1.1,0.6,0.5
5915,ENSG00000128268,7.6,1.1,26.1,3.8,27.0,10.6,6.2,45.2,39.0,6.0,1.4,5.0,20.9,3.7,0.8,1.1,3.3,3.7,4.6,28.5,22.1,2.9,0.2,14.5,7.4,18.8,1.2,3.0,0.4,1.8,10.1,1.2,4.5,6.5,1.7,1.0,1.4,2.2,27.6,2.7,16.7,4.7,7.2,5.2,1.8,1.4,1.7,8.7,1.6,1.5,0.2,7.9,6.4,6.4,1.0,5.9,0.9,11.0,2.9,12.7,58.3,18.4,2.3,14.5,2.4,7.5,6.5,4.4,1.7,10.4,2.8,3.1,5.1,31.8,11.6,8.0,0.9,1.5,17.0,1.4
5974,ENSG00000128683,0.2,2.9,27.2,0.0,43.9,3.2,0.1,21.6,57.0,0.9,3.6,0.0,0.0,1.5,4.2,0.4,0.2,0.1,0.0,19.4,46.3,4.7,0.1,0.1,0.1,12.5,0.3,0.2,44.6,4.8,0.4,0.7,0.1,28.8,0.1,0.3,0.0,0.2,0.1,0.0,4.9,0.1,0.0,3.1,0.8,0.1,0.0,0.2,0.6,0.4,8.1,10.8,7.6,3.8,6.8,8.6,4.7,13.5,8.0,6.6,0.8,1.6,1.7,12.4,4.1,2.2,24.0,3.0,15.3,12.1,6.7,8.9,10.9,3.0,5.9,7.9,4.5,13.8,0.6,2.4
5998,ENSG00000128918,20.6,3.7,0.7,2.9,0.7,3.9,5.7,0.9,2.3,50.4,5.0,1.6,0.7,79.7,7.6,2.3,72.1,23.2,27.4,2.7,0.5,18.8,2.5,7.5,0.6,0.5,13.9,3.0,28.9,14.2,5.0,20.3,0.7,5.8,1.9,51.5,10.3,1.6,1.3,30.7,1.1,4.2,0.7,55.9,2.7,1.4,2.9,0.4,3.8,12.5,0.0,1.8,2.9,2.4,0.1,1.4,0.1,0.7,3.7,31.9,0.3,0.5,4.1,0.0,1.3,0.5,12.2,0.8,0.9,3.9,1.2,16.2,7.8,0.6,5.0,0.6,0.8,0.4,0.4,0.4
6019,ENSG00000129151,1.3,0.0,25.3,0.0,21.0,0.0,24.2,5.6,21.9,5.0,2.5,0.2,0.0,0.1,7.9,17.0,8.6,9.3,0.0,16.6,18.7,450.8,127.9,0.3,0.1,36.0,0.0,0.7,0.0,6.7,0.3,0.5,0.0,0.4,6.0,3.9,0.9,50.5,0.0,0.0,15.5,0.0,0.2,0.1,1.1,9.3,0.0,0.6,0.1,11.0,0.0,0.2,0.5,0.0,0.4,0.5,1.2,1.0,0.7,0.2,10.2,0.0,0.4,0.2,0.0,0.1,0.5,1.9,0.1,0.0,3.1,1.5,0.3,0.6,2.8,0.0,0.0,0.0,0.2,0.0
6023,ENSG00000129167,0.6,0.1,0.2,1.2,0.2,1.1,1.3,0.2,0.3,0.6,6.6,9.0,10.1,0.8,0.9,0.2,0.9,0.1,0.3,0.2,0.3,0.5,0.2,0.8,0.5,0.2,0.7,0.5,0.1,2.9,0.2,1.4,19.2,1.8,0.5,0.1,0.4,1.4,11.2,0.2,0.3,0.7,14.9,0.9,0.3,0.5,0.1,0.7,0.4,0.4,0.2,0.4,0.2,0.5,0.3,0.3,0.5,1.8,0.3,1.1,0.6,0.5,0.2,0.5,0.3,0.2,2.5,0.3,0.3,0.4,0.3,0.4,2.9,0.5,1.3,15.3,0.6,0.4,0.0,0.4
6036,ENSG00000129244,5.9,9.8,247.3,0.9,307.4,11.2,4.8,281.2,270.8,12.9,48.6,8.8,1.2,8.5,17.0,2.1,11.9,3.5,8.4,148.3,149.7,9.8,2.7,4.1,1.7,217.5,22.6,2.4,4.3,44.1,4.3,6.4,2.6,595.7,1.9,7.3,4.2,2.3,3.4,5.3,71.3,4.9,3.7,5.3,0.8,4.4,5.1,1.1,4.4,7.5,0.1,0.1,0.1,3.0,0.6,0.7,0.1,0.5,0.1,1.6,0.3,1.5,0.1,0.9,0.4,1.2,3.2,0.2,0.1,0.2,0.3,0.6,0.5,0.4,1.2,0.2,0.2,0.5,5.2,0.1
6074,ENSG00000129596,115.1,17.5,28.7,3.2,34.0,0.2,34.7,23.2,30.3,9.2,328.3,4.6,0.7,8.0,136.9,3.4,13.3,10.1,25.3,22.3,28.3,3.0,491.3,11.4,6.5,19.9,21.7,13.8,0.7,20.1,34.1,8.8,1.7,15.5,7.0,70.4,8.2,2.9,3.8,6.0,17.7,3.6,4.0,15.1,1.3,9.3,19.2,3.0,7.8,5.5,0.0,0.0,0.3,1.6,5.7,0.3,0.0,0.1,0.1,0.8,0.0,6.9,2.8,2.5,4.8,13.0,0.2,0.7,0.0,0.0,4.0,2.5,2.5,0.3,4.8,0.0,2.4,0.3,3.7,0.4
6081,ENSG00000129673,0.1,0.2,0.6,1.6,0.4,1.2,0.0,0.6,0.6,0.1,2.4,0.1,0.1,0.1,0.1,0.3,0.2,0.7,0.1,0.6,0.7,0.3,0.0,0.2,1.5,0.8,0.1,0.2,0.0,0.3,0.0,0.1,0.0,10.6,0.1,0.0,0.0,1.3,0.4,0.0,0.6,0.9,0.2,4.5,0.0,0.4,0.0,0.1,0.2,0.1,0.9,1.4,0.7,0.3,1.3,1.1,1.5,1.8,1.5,0.3,3.1,0.7,0.3,0.8,0.3,0.3,1.9,0.8,0.5,1.1,1.5,0.6,0.9,2.1,0.9,1.3,0.4,0.5,0.3,0.7
6143,ENSG00000130234,8.6,0.5,0.1,1.3,0.1,0.6,4.2,0.0,0.1,0.6,5.4,9.6,179.2,0.5,0.5,1.7,1.5,64.1,41.3,0.1,0.1,85.2,5.6,0.7,0.4,0.2,1.8,2.4,1.5,0.1,1.2,0.4,5.8,0.3,1.4,4.0,0.6,0.3,237.9,0.5,0.1,0.1,2.6,48.5,0.5,4.3,0.5,0.2,0.8,1.1,0.2,0.4,0.8,0.2,0.4,0.5,1.1,3.6,0.5,0.6,0.2,0.3,0.1,3.1,0.2,0.2,0.6,1.5,1.7,3.8,2.0,1.1,0.5,0.3,6.3,0.5,0.1,0.1,1.8,0.0
6171,ENSG00000130383,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6212,ENSG00000130649,2.7,2.9,3.9,0.6,5.3,0.8,2.9,12.7,9.0,4.7,0.9,4.9,1.3,4.3,8.1,16.2,5.3,2.4,2.1,5.2,5.1,8.8,10050.5,2.5,2.0,3.8,4.0,12.0,0.6,4.0,1.4,5.1,1.1,11.2,3.5,5.9,2.7,13.5,2.1,2.1,4.4,7.1,6.6,3.6,1.7,3.9,0.8,32.7,3.4,3.1,1.6,1.3,1.6,0.9,1.0,1.0,0.5,1.2,1.4,2.9,2.4,1.3,1.9,1.1,0.9,1.2,1.1,1.2,0.4,1.3,1.6,0.7,1.6,1.4,1.0,1.4,1.2,0.3,0.2,1.7
6225,ENSG00000130707,208.1,142.3,41.6,49.9,31.8,0.2,162.8,18.2,52.1,64.8,154.0,152.0,121.0,107.5,122.0,49.7,160.8,106.5,64.3,32.8,47.3,1238.9,1978.3,51.3,7.3,30.4,76.2,66.3,11.1,43.8,48.9,54.5,162.6,6.6,115.9,128.1,71.7,127.9,189.4,59.1,22.2,19.5,51.7,34.9,7.6,89.6,68.7,15.2,278.2,64.5,129.6,142.7,81.3,118.8,102.0,196.7,287.6,151.8,26.1,128.7,251.9,416.9,99.4,38.3,104.0,65.1,231.1,288.8,534.7,359.4,271.2,117.1,120.3,65.9,166.5,138.4,51.1,23.2,49.2,39.7
6268,ENSG00000130876,30.7,0.3,12.8,0.1,20.0,0.0,12.3,2.9,13.1,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.8,8.1,0.5,0.0,0.0,0.2,10.7,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.5,0.7,0.0,0.1,0.2,0.5,0.0,1.0,0.0,0.1,0.5,0.0,0.5,0.3,0.2,0.2,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.1,0.0,0.1,0.0,0.1,0.0,0.3,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.1
6278,ENSG00000130957,0.1,0.9,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.0,223.4,0.3,5.1,0.0,0.0,7.9,0.0,0.1,0.2,0.4,0.2,0.2,0.2,0.4,0.4,0.2,0.0,4.2,47.8,0.0,0.1,1.2,0.0,0.0,4.1,3.2,727.3,0.1,0.8,0.0,0.2,0.0,35.2,1.3,0.2,0.2,370.2,0.9,0.3,0.0,1.0,0.9,1.3,0.7,0.4,2.5,3.8,2.6,0.8,0.1,0.3,3.1,0.0,2.3,2.0,0.6,2.1,1.6,1.9,1.8,1.7,1.6,1.0,2.3,1.1,1.1,2.6,1.4,0.1,0.2
6279,ENSG00000130958,14.2,8.6,8.3,14.0,10.0,11.4,15.9,2.2,9.6,15.9,24.2,47.5,63.3,14.5,11.8,13.3,14.2,20.0,11.8,11.3,7.8,31.0,54.8,18.7,12.2,13.3,17.0,30.4,15.9,7.0,24.7,13.8,45.0,4.2,12.7,10.6,3.8,9.1,64.1,13.4,21.7,9.7,42.0,7.0,7.3,28.7,6.6,11.5,16.6,12.7,20.1,40.3,28.5,6.9,20.3,23.6,20.4,39.3,32.1,6.5,0.2,7.5,23.0,27.2,19.3,20.6,18.1,16.9,12.1,42.8,27.5,52.8,20.0,1.7,25.5,37.7,16.2,26.8,49.2,18.3
6282,ENSG00000130988,7.5,179.0,22.9,0.7,23.5,0.0,3.3,25.1,21.9,11.8,45.4,8.2,12.9,7.0,4.4,3.1,5.2,4.9,13.4,17.3,15.3,54.7,372.1,18.3,0.9,22.4,20.4,33.0,5.7,8.6,11.7,13.0,2.0,7.8,13.9,16.7,11.4,1.5,13.2,4.3,15.9,3.6,11.5,3.4,0.5,18.3,10.8,0.5,7.3,5.8,0.0,0.4,0.1,0.1,0.2,0.1,0.1,1.4,0.3,0.0,0.5,0.0,2.3,0.0,0.2,0.3,0.2,0.1,0.0,0.8,0.0,11.0,0.3,0.1,0.2,0.3,0.0,0.0,0.1,1.9
6296,ENSG00000131055,18.5,1.1,3.6,1.6,3.9,0.0,15.4,1.4,3.1,4.7,3.6,4.5,1.9,7.2,3.8,5.2,4.7,10.2,38.5,3.6,3.5,10.6,1.0,47.6,4.6,5.4,4.4,2.2,8.9,2.1,111.5,9.8,2.6,1.0,3.5,4.6,8.4,4.8,5.6,6.8,2.9,1.6,4.1,1.5,1.7,14.2,18.7,2.9,7.5,6.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.3,0.0
6314,ENSG00000131143,457.9,381.2,1007.8,225.7,957.0,575.4,422.7,488.7,962.2,361.1,1112.9,670.5,568.6,291.8,467.3,580.4,343.7,238.3,1981.8,822.0,747.1,615.2,596.1,308.9,402.6,1024.4,403.0,476.3,867.2,352.5,247.8,365.6,684.4,253.1,408.8,301.4,1287.1,535.4,514.7,290.5,632.2,396.2,631.7,185.8,466.7,350.6,1981.6,523.5,407.1,407.7,354.5,564.8,699.4,444.1,502.6,639.1,633.1,643.3,642.5,681.0,635.5,428.6,557.4,545.3,449.3,611.4,565.5,668.3,740.7,806.7,656.1,591.8,549.8,992.4,610.1,680.3,514.8,619.1,450.9,574.6
6321,ENSG00000131174,95.6,91.5,42.0,72.1,38.2,202.7,78.6,26.2,69.1,44.4,412.6,170.2,176.9,48.6,92.1,69.5,53.3,40.5,314.8,35.8,38.3,213.5,175.2,44.1,62.7,44.4,74.1,47.5,289.4,20.7,51.7,59.4,152.9,178.3,90.4,63.5,1084.1,41.5,152.1,71.9,25.9,49.7,121.4,18.4,93.9,52.6,728.1,74.1,84.4,19.0,272.2,400.8,247.3,216.5,203.8,261.7,307.5,237.4,248.7,234.8,291.8,192.8,154.9,184.1,206.7,167.2,195.0,320.6,316.1,317.0,249.0,252.5,226.8,318.8,287.8,246.2,224.9,327.3,192.5,239.6
6322,ENSG00000131183,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
6326,ENSG00000131203,9.4,0.7,0.7,39.4,0.0,0.8,1.9,0.0,0.7,7.0,0.1,5.1,10.0,9.9,1.2,1.3,2.5,6.0,1.8,0.5,0.4,1.6,2.4,25.1,57.3,0.0,0.7,1.2,0.2,0.1,107.2,2.0,7.9,1.3,1.9,2.9,7.9,1.4,8.2,2.3,0.0,22.4,5.7,1.1,30.4,3.8,0.6,30.6,8.8,0.5,0.0,0.4,0.9,6.6,3.1,0.6,0.4,0.5,0.4,0.5,0.7,0.3,0.3,9.3,1.6,1.7,5.7,2.2,0.3,0.4,6.8,0.9,2.0,0.3,10.4,1.9,0.2,1.8,1.8,15.4
6346,ENSG00000131389,10.5,24.8,3.0,10.9,4.3,63.3,8.2,5.4,3.8,13.9,1.4,3.8,2.2,10.0,0.0,7.1,6.9,18.6,23.6,4.1,3.5,11.9,1.5,19.9,11.3,5.6,31.7,2.3,3.6,7.2,13.8,4.6,4.1,139.9,16.6,9.1,29.8,17.7,16.7,8.8,6.3,17.7,12.7,3.7,7.5,9.0,12.8,12.4,10.2,5.9,3.8,15.1,12.8,10.2,16.9,9.3,35.5,12.6,34.4,10.1,7.3,7.4,22.1,18.1,9.7,8.7,14.9,9.3,7.7,17.0,5.9,18.3,13.7,11.5,12.1,14.2,7.7,11.8,54.5,11.6
6363,ENSG00000131480,5.6,1.0,1.1,0.6,2.5,0.9,2.5,2.7,1.6,1.3,0.3,1.3,0.2,1.0,0.5,0.7,1.5,0.7,0.7,1.3,1.6,1.1,3.3,2.2,0.5,0.8,1.1,0.7,0.2,1.9,0.3,1.5,0.2,1.5,0.6,0.5,1.6,1.3,0.8,0.6,0.9,1.6,0.8,4.7,0.3,0.9,0.6,0.5,1.7,1.2,1.4,1.7,1.5,1.6,1.4,3.2,2.2,1.7,1.1,1.4,4.0,1.0,1.0,1.6,2.5,2.7,3.1,1.4,1.9,1.5,1.7,1.7,2.3,2.5,2.0,1.4,3.3,1.8,4.2,2.4
6423,ENSG00000131979,2.3,5.7,1.5,7.9,4.6,31.0,1.7,0.4,1.4,0.3,0.6,2.3,9.1,0.4,0.2,3.4,1.2,0.4,1.8,1.6,4.5,4.5,35.8,4.0,6.9,3.1,0.4,2.5,0.9,1.7,0.2,1.5,2.3,0.1,1.6,1.0,0.4,2.1,7.3,1.0,1.2,6.7,2.7,1.2,3.7,0.8,0.2,1.9,3.2,1.4,1.3,10.9,7.5,4.1,3.2,6.4,16.9,10.3,1.3,10.9,8.0,18.3,1.5,9.2,4.3,3.9,8.0,8.2,10.7,10.3,7.7,8.0,12.9,19.7,4.7,7.0,10.8,3.1,0.4,8.7
6442,ENSG00000132164,0.0,0.0,14.6,0.0,27.3,0.0,1.0,4.6,23.8,0.7,1.3,0.0,0.0,0.5,0.1,8.0,0.5,0.0,0.0,7.4,46.4,0.0,0.1,0.0,0.0,80.8,0.0,0.1,0.5,0.3,0.4,0.7,0.0,10.6,1.0,0.0,0.2,5.6,0.0,0.1,4.3,0.4,0.0,1.3,0.0,0.0,0.0,0.1,0.3,1.7,0.0,0.0,3.4,0.2,0.4,5.1,0.4,0.1,0.0,0.2,0.0,2.1,0.9,0.4,0.0,0.5,0.4,3.0,5.4,0.1,4.1,2.9,1.4,0.0,1.8,0.4,7.2,0.3,0.1,0.0
6486,ENSG00000132437,0.5,47.5,0.0,2.2,1.0,0.0,0.9,0.0,0.4,0.0,0.5,35.4,150.5,0.0,8.9,0.1,0.0,0.1,0.0,0.1,2.1,303.6,53.0,2.0,0.1,11.6,0.8,15.3,0.0,0.0,0.0,0.6,36.3,170.3,0.0,0.0,0.0,0.1,161.2,1.6,0.0,0.1,17.7,1.5,0.0,0.2,0.0,0.0,0.0,0.1,0.0,17.9,0.1,0.0,0.1,2.5,0.1,43.6,1.4,0.7,0.1,108.9,0.0,0.1,0.1,0.0,3.6,2.8,0.0,47.2,0.1,25.3,44.0,0.0,1.9,8.0,11.2,0.1,0.1,31.4
6534,ENSG00000132677,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,9.6,1.9,0.0,0.0,0.0,2.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6536,ENSG00000132681,0.2,0.1,0.1,0.4,0.1,0.0,1.5,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.1,0.7,0.3,0.0,0.0,0.1,0.0,0.1,3.2,0.0,0.0,0.0,0.3,0.0,6.1,0.3,0.1,2.4,0.3,1.3,2.9,0.0,0.2,0.1,0.0,1.0,0.1,15.8,0.4,0.0,0.0,1.3,4.9,0.1,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.6,0.0
6564,ENSG00000132837,8.1,4.3,1.7,0.3,2.7,0.0,2.1,0.5,1.6,1.4,4.9,1.2,0.2,2.7,11.9,1.3,1.3,2.0,1.8,1.3,1.9,163.4,275.3,0.4,0.2,2.1,2.5,1.7,0.6,2.8,0.1,1.7,0.4,1.4,0.4,1.7,2.3,0.6,0.6,1.6,1.3,0.1,0.9,2.2,0.3,4.7,1.4,0.3,1.2,0.5,8.5,0.0,1.3,0.2,0.4,0.6,0.0,0.4,9.2,0.4,0.5,0.1,1.2,0.1,0.0,0.7,0.7,0.2,0.5,0.7,0.3,3.8,0.8,0.6,0.7,0.1,0.6,0.1,0.0,0.5
6565,ENSG00000132840,30.2,16.1,4.4,3.0,7.0,0.3,15.0,1.2,3.2,8.2,30.6,15.2,1.6,11.7,36.7,7.3,7.4,7.2,13.1,3.4,6.1,321.0,416.7,3.0,1.2,7.2,7.6,1.7,0.5,12.0,0.4,11.6,2.3,1.3,2.0,13.9,9.8,2.3,5.9,12.5,4.1,0.6,8.8,3.6,0.9,18.2,4.7,1.0,17.5,3.6,94.2,0.1,7.4,3.6,2.9,0.4,0.2,1.9,68.7,0.3,0.3,0.8,8.2,0.2,0.2,3.3,3.4,3.5,0.1,0.3,0.2,44.2,7.1,0.3,5.0,0.2,0.2,0.6,0.5,5.4
