,rxns,subsystems
3529,MAR04627,Glycerophospholipid metabolism
3530,MAR04838,Glycerophospholipid metabolism
3531,MAR04839,Glycerophospholipid metabolism
3532,MAR07591,Glycerophospholipid metabolism
3533,MAR07594,Glycerophospholipid metabolism
3534,MAR07597,Glycerophospholipid metabolism
3535,MAR07601,Glycerophospholipid metabolism
3536,MAR07611,Glycerophospholipid metabolism
3537,MAR07612,Glycerophospholipid metabolism
3538,MAR07613,Glycerophospholipid metabolism
3539,MAR07755,Glycerophospholipid metabolism
3540,MAR08362,Glycerophospholipid metabolism
3541,MAR08421,Glycerophospholipid metabolism
3542,MAR08424,Glycerophospholipid metabolism
3543,MAR08518,Glycerophospholipid metabolism
3544,MAR08519,Glycerophospholipid metabolism
3545,MAR08521,Glycerophospholipid metabolism
3546,MAR08522,Glycerophospholipid metabolism
3547,MAR08523,Glycerophospholipid metabolism
3548,MAR08525,Glycerophospholipid metabolism
3549,MAR09805,Glycerophospholipid metabolism
3550,MAR00815,Glycosphingolipid biosynthesis-ganglio series
3551,MAR00816,Glycosphingolipid biosynthesis-ganglio series
3552,MAR00817,Glycosphingolipid biosynthesis-ganglio series
3553,MAR00819,Glycosphingolipid biosynthesis-ganglio series
3554,MAR00820,Glycosphingolipid biosynthesis-ganglio series
3555,MAR00821,Glycosphingolipid biosynthesis-ganglio series
3556,MAR00822,Glycosphingolipid biosynthesis-ganglio series
3557,MAR00823,Glycosphingolipid biosynthesis-ganglio series
3558,MAR00824,Glycosphingolipid biosynthesis-ganglio series
3559,MAR00825,Glycosphingolipid biosynthesis-ganglio series
3560,MAR00827,Glycosphingolipid biosynthesis-ganglio series
3561,MAR00828,Glycosphingolipid biosynthesis-ganglio series
3562,MAR00829,Glycosphingolipid biosynthesis-ganglio series
3563,MAR00830,Glycosphingolipid biosynthesis-ganglio series
3564,MAR00837,Glycosphingolipid biosynthesis-ganglio series
3565,MAR00838,Glycosphingolipid biosynthesis-ganglio series
3566,MAR00839,Glycosphingolipid biosynthesis-ganglio series
3567,MAR00840,Glycosphingolipid biosynthesis-ganglio series
3568,MAR00841,Glycosphingolipid biosynthesis-ganglio series
3569,MAR00842,Glycosphingolipid biosynthesis-ganglio series
3570,MAR00843,Glycosphingolipid biosynthesis-ganglio series
3571,MAR00844,Glycosphingolipid biosynthesis-ganglio series
3572,MAR00845,Glycosphingolipid biosynthesis-ganglio series
3573,MAR00846,Glycosphingolipid biosynthesis-ganglio series
3574,MAR00847,Glycosphingolipid biosynthesis-ganglio series
3575,MAR00848,Glycosphingolipid biosynthesis-ganglio series
3576,MAR00849,Glycosphingolipid biosynthesis-ganglio series
3577,MAR00850,Glycosphingolipid biosynthesis-ganglio series
3578,MAR00851,Glycosphingolipid biosynthesis-ganglio series
3579,MAR00852,Glycosphingolipid biosynthesis-ganglio series
3580,MAR00853,Glycosphingolipid biosynthesis-ganglio series
3581,MAR00854,Glycosphingolipid biosynthesis-ganglio series
3582,MAR00855,Glycosphingolipid biosynthesis-ganglio series
3583,MAR00856,Glycosphingolipid biosynthesis-ganglio series
3584,MAR00857,Glycosphingolipid biosynthesis-ganglio series
3585,MAR00858,Glycosphingolipid biosynthesis-ganglio series
3586,MAR00928,Glycosphingolipid biosynthesis-ganglio series
3587,MAR00801,Glycosphingolipid biosynthesis-globo series
3588,MAR00803,Glycosphingolipid biosynthesis-globo series
3589,MAR00805,Glycosphingolipid biosynthesis-globo series
3590,MAR00806,Glycosphingolipid biosynthesis-globo series
3591,MAR00807,Glycosphingolipid biosynthesis-globo series
3592,MAR00809,Glycosphingolipid biosynthesis-globo series
3593,MAR00810,Glycosphingolipid biosynthesis-globo series
3594,MAR00811,Glycosphingolipid biosynthesis-globo series
3595,MAR00812,Glycosphingolipid biosynthesis-globo series
3596,MAR00813,Glycosphingolipid biosynthesis-globo series
3597,MAR00814,Glycosphingolipid biosynthesis-globo series
3598,MAR00859,Glycosphingolipid biosynthesis-lacto and neolacto series
3599,MAR00860,Glycosphingolipid biosynthesis-lacto and neolacto series
3600,MAR00861,Glycosphingolipid biosynthesis-lacto and neolacto series
3601,MAR00862,Glycosphingolipid biosynthesis-lacto and neolacto series
3602,MAR00863,Glycosphingolipid biosynthesis-lacto and neolacto series
3603,MAR00864,Glycosphingolipid biosynthesis-lacto and neolacto series
3604,MAR00865,Glycosphingolipid biosynthesis-lacto and neolacto series
3605,MAR00866,Glycosphingolipid biosynthesis-lacto and neolacto series
3606,MAR00867,Glycosphingolipid biosynthesis-lacto and neolacto series
3607,MAR00868,Glycosphingolipid biosynthesis-lacto and neolacto series
3608,MAR00870,Glycosphingolipid biosynthesis-lacto and neolacto series
3609,MAR00871,Glycosphingolipid biosynthesis-lacto and neolacto series
3610,MAR00873,Glycosphingolipid biosynthesis-lacto and neolacto series
3611,MAR00875,Glycosphingolipid biosynthesis-lacto and neolacto series
3612,MAR00876,Glycosphingolipid biosynthesis-lacto and neolacto series
3613,MAR00877,Glycosphingolipid biosynthesis-lacto and neolacto series
3614,MAR00878,Glycosphingolipid biosynthesis-lacto and neolacto series
3615,MAR00879,Glycosphingolipid biosynthesis-lacto and neolacto series
3616,MAR00880,Glycosphingolipid biosynthesis-lacto and neolacto series
3617,MAR00881,Glycosphingolipid biosynthesis-lacto and neolacto series
3618,MAR00882,Glycosphingolipid biosynthesis-lacto and neolacto series
3619,MAR00883,Glycosphingolipid biosynthesis-lacto and neolacto series
3620,MAR00884,Glycosphingolipid biosynthesis-lacto and neolacto series
3621,MAR00885,Glycosphingolipid biosynthesis-lacto and neolacto series
3622,MAR00886,Glycosphingolipid biosynthesis-lacto and neolacto series
3623,MAR00887,Glycosphingolipid biosynthesis-lacto and neolacto series
3624,MAR00888,Glycosphingolipid biosynthesis-lacto and neolacto series
3625,MAR00889,Glycosphingolipid biosynthesis-lacto and neolacto series
3626,MAR00890,Glycosphingolipid biosynthesis-lacto and neolacto series
3627,MAR00891,Glycosphingolipid biosynthesis-lacto and neolacto series
3628,MAR00892,Glycosphingolipid biosynthesis-lacto and neolacto series
3629,MAR00893,Glycosphingolipid biosynthesis-lacto and neolacto series
3630,MAR00894,Glycosphingolipid biosynthesis-lacto and neolacto series
3631,MAR00895,Glycosphingolipid biosynthesis-lacto and neolacto series
3632,MAR00896,Glycosphingolipid biosynthesis-lacto and neolacto series
3633,MAR00897,Glycosphingolipid biosynthesis-lacto and neolacto series
3634,MAR00898,Glycosphingolipid biosynthesis-lacto and neolacto series
3635,MAR00899,Glycosphingolipid biosynthesis-lacto and neolacto series
3636,MAR00900,Glycosphingolipid biosynthesis-lacto and neolacto series
3637,MAR00901,Glycosphingolipid biosynthesis-lacto and neolacto series
3638,MAR00902,Glycosphingolipid biosynthesis-lacto and neolacto series
3639,MAR00903,Glycosphingolipid biosynthesis-lacto and neolacto series
3640,MAR00904,Glycosphingolipid biosynthesis-lacto and neolacto series
3641,MAR00905,Glycosphingolipid biosynthesis-lacto and neolacto series
3642,MAR00906,Glycosphingolipid biosynthesis-lacto and neolacto series
3643,MAR00907,Glycosphingolipid biosynthesis-lacto and neolacto series
3644,MAR00908,Glycosphingolipid biosynthesis-lacto and neolacto series
3645,MAR00909,Glycosphingolipid biosynthesis-lacto and neolacto series
3646,MAR00910,Glycosphingolipid biosynthesis-lacto and neolacto series
3647,MAR00911,Glycosphingolipid biosynthesis-lacto and neolacto series
3648,MAR00912,Glycosphingolipid biosynthesis-lacto and neolacto series
3649,MAR00787,Glycosphingolipid metabolism
3650,MAR00790,Glycosphingolipid metabolism
3651,MAR00792,Glycosphingolipid metabolism
3652,MAR00793,Glycosphingolipid metabolism
3653,MAR00794,Glycosphingolipid metabolism
3654,MAR00797,Glycosphingolipid metabolism
3655,MAR00804,Glycosphingolipid metabolism
3656,MAR00808,Glycosphingolipid metabolism
3657,MAR00826,Glycosphingolipid metabolism
3658,MAR00832,Glycosphingolipid metabolism
3659,MAR00834,Glycosphingolipid metabolism
3660,MAR00835,Glycosphingolipid metabolism
3661,MAR00836,Glycosphingolipid metabolism
3662,MAR00914,Glycosphingolipid metabolism
3663,MAR00915,Glycosphingolipid metabolism
3664,MAR00919,Glycosphingolipid metabolism
3665,MAR00920,Glycosphingolipid metabolism
3666,MAR00921,Glycosphingolipid metabolism
3667,MAR00924,Glycosphingolipid metabolism
3668,MAR00925,Glycosphingolipid metabolism
3669,MAR00926,Glycosphingolipid metabolism
3670,MAR07188,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3671,MAR08378,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3672,MAR08379,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3673,MAR07185,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3674,MAR08380,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3675,MAR07186,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3676,MAR08381,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3677,MAR07187,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3678,MAR08383,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3679,MAR08384,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3680,MAR08385,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3681,MAR08387,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3682,MAR08388,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3683,MAR08389,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3684,MAR08390,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3685,MAR08391,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3686,MAR08392,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3687,MAR08393,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3688,MAR08394,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3689,MAR08395,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3690,MAR08396,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3691,MAR08397,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3692,MAR08398,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3693,MAR08399,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3694,MAR08401,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3695,MAR08402,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3696,MAR08403,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3697,MAR08404,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3698,MAR08405,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3699,MAR08406,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3700,MAR08407,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
3701,MAR01979,Glucocorticoid biosynthesis
3702,MAR01980,Glucocorticoid biosynthesis
3703,MAR01981,Glucocorticoid biosynthesis
3704,MAR01985,Glucocorticoid biosynthesis
3705,MAR01987,Glucocorticoid biosynthesis
3706,MAR01988,Glucocorticoid biosynthesis
3707,MAR01995,Glucocorticoid biosynthesis
3708,MAR01996,Glucocorticoid biosynthesis
3709,MAR01999,Glucocorticoid biosynthesis
3710,MAR02000,Glucocorticoid biosynthesis
3711,MAR02001,Glucocorticoid biosynthesis
3712,MAR01305,Prostaglandin biosynthesis
3713,MAR01307,Prostaglandin biosynthesis
3714,MAR01308,Prostaglandin biosynthesis
3715,MAR01310,Prostaglandin biosynthesis
3716,MAR01312,Prostaglandin biosynthesis
3717,MAR01313,Prostaglandin biosynthesis
3718,MAR01315,Prostaglandin biosynthesis
3719,MAR01317,Prostaglandin biosynthesis
3720,MAR01318,Prostaglandin biosynthesis
3721,MAR01319,Prostaglandin biosynthesis
3722,MAR01320,Prostaglandin biosynthesis
3723,MAR01321,Prostaglandin biosynthesis
3724,MAR01322,Prostaglandin biosynthesis
3725,MAR01323,Prostaglandin biosynthesis
3726,MAR01324,Prostaglandin biosynthesis
3727,MAR01325,Prostaglandin biosynthesis
3728,MAR01326,Prostaglandin biosynthesis
3729,MAR01327,Prostaglandin biosynthesis
3730,MAR01328,Prostaglandin biosynthesis
3731,MAR01329,Prostaglandin biosynthesis
3732,MAR01330,Prostaglandin biosynthesis
3733,MAR01332,Prostaglandin biosynthesis
3734,MAR01333,Prostaglandin biosynthesis
3735,MAR01334,Prostaglandin biosynthesis
3736,MAR01335,Prostaglandin biosynthesis
3737,MAR01336,Prostaglandin biosynthesis
3738,MAR01337,Prostaglandin biosynthesis
3739,MAR01338,Prostaglandin biosynthesis
3740,MAR01339,Prostaglandin biosynthesis
3741,MAR01341,Prostaglandin biosynthesis
3742,MAR01342,Prostaglandin biosynthesis
3743,MAR01343,Prostaglandin biosynthesis
3744,MAR01344,Prostaglandin biosynthesis
3745,MAR01345,Prostaglandin biosynthesis
3746,MAR01346,Prostaglandin biosynthesis
3747,MAR01347,Prostaglandin biosynthesis
3748,MAR01350,Prostaglandin biosynthesis
3749,MAR01352,Prostaglandin biosynthesis
3750,MAR01355,Prostaglandin biosynthesis
3751,MAR01356,Prostaglandin biosynthesis
3752,MAR01357,Prostaglandin biosynthesis
3753,MAR01358,Prostaglandin biosynthesis
3754,MAR01359,Prostaglandin biosynthesis
3755,MAR01360,Prostaglandin biosynthesis
3756,MAR01361,Prostaglandin biosynthesis
3757,MAR01362,Prostaglandin biosynthesis
3758,MAR01363,Prostaglandin biosynthesis
3759,MAR01364,Prostaglandin biosynthesis
3760,MAR01365,Prostaglandin biosynthesis
3761,MAR01366,Prostaglandin biosynthesis
3762,MAR01367,Prostaglandin biosynthesis
3763,MAR01370,Prostaglandin biosynthesis
3764,MAR01373,Prostaglandin biosynthesis
3765,MAR01374,Prostaglandin biosynthesis
3766,MAR01375,Prostaglandin biosynthesis
3767,MAR01376,Prostaglandin biosynthesis
3768,MAR01379,Prostaglandin biosynthesis
3769,MAR01382,Prostaglandin biosynthesis
3770,MAR01383,Prostaglandin biosynthesis
3771,MAR01384,Prostaglandin biosynthesis
3772,MAR01387,Prostaglandin biosynthesis
3773,MAR01388,Prostaglandin biosynthesis
3774,MAR01389,Prostaglandin biosynthesis
3775,MAR01390,Prostaglandin biosynthesis
3776,MAR01391,Prostaglandin biosynthesis
3777,MAR01393,Prostaglandin biosynthesis
3778,MAR01394,Prostaglandin biosynthesis
3779,MAR01395,Prostaglandin biosynthesis
3780,MAR01398,Prostaglandin biosynthesis
3781,MAR01401,Prostaglandin biosynthesis
3782,MAR01402,Prostaglandin biosynthesis
3783,MAR00703,Ether lipid metabolism
3784,MAR00705,Ether lipid metabolism
3785,MAR00706,Ether lipid metabolism
3786,MAR00708,Ether lipid metabolism
3787,MAR07598,Ether lipid metabolism
3788,MAR07600,Ether lipid metabolism
3789,MAR07602,Ether lipid metabolism
3790,MAR07603,Ether lipid metabolism
3791,MAR07604,Ether lipid metabolism
3792,MAR07605,Ether lipid metabolism
3793,MAR07606,Ether lipid metabolism
3794,MAR07607,Ether lipid metabolism
3795,MAR07610,Ether lipid metabolism
3796,MAR07614,Ether lipid metabolism
3797,MAR07615,Ether lipid metabolism
3798,MAR00024,Isolated
3799,MAR00025,Transport reactions
3800,MAR00026,Transport reactions
3801,MAR00027,Transport reactions
3802,MAR00028,Transport reactions
3803,MAR00029,Transport reactions
3804,MAR00030,Transport reactions
3805,MAR07200,Chondroitin / heparan sulfate biosynthesis
3806,MAR07202,Chondroitin / heparan sulfate biosynthesis
3807,MAR07203,Chondroitin / heparan sulfate biosynthesis
3808,MAR07205,Chondroitin / heparan sulfate biosynthesis
3809,MAR07206,Chondroitin / heparan sulfate biosynthesis
3810,MAR07207,Chondroitin / heparan sulfate biosynthesis
3811,MAR07208,Chondroitin / heparan sulfate biosynthesis
3812,MAR07209,Chondroitin / heparan sulfate biosynthesis
3813,MAR07210,Chondroitin / heparan sulfate biosynthesis
3814,MAR07211,Chondroitin / heparan sulfate biosynthesis
3815,MAR07212,Chondroitin / heparan sulfate biosynthesis
3816,MAR07213,Chondroitin / heparan sulfate biosynthesis
3817,MAR07214,Chondroitin / heparan sulfate biosynthesis
3818,MAR07215,Chondroitin / heparan sulfate biosynthesis
3819,MAR07216,Chondroitin / heparan sulfate biosynthesis
3820,MAR07217,Chondroitin / heparan sulfate biosynthesis
3821,MAR07218,Chondroitin / heparan sulfate biosynthesis
3822,MAR07219,Chondroitin / heparan sulfate biosynthesis
3823,MAR07220,Chondroitin / heparan sulfate biosynthesis
3824,MAR07221,Chondroitin / heparan sulfate biosynthesis
3825,MAR07222,Chondroitin / heparan sulfate biosynthesis
3826,MAR07490,Chondroitin / heparan sulfate biosynthesis
3827,MAR07491,Chondroitin / heparan sulfate biosynthesis
3828,MAR07492,Chondroitin / heparan sulfate biosynthesis
3829,MAR07493,Chondroitin / heparan sulfate biosynthesis
3830,MAR07494,Chondroitin / heparan sulfate biosynthesis
3831,MAR07495,Chondroitin / heparan sulfate biosynthesis
3832,MAR07496,Chondroitin / heparan sulfate biosynthesis
3833,MAR07497,Chondroitin / heparan sulfate biosynthesis
3834,MAR07498,Chondroitin / heparan sulfate biosynthesis
3835,MAR07509,Chondroitin / heparan sulfate biosynthesis
3836,MAR07510,Chondroitin / heparan sulfate biosynthesis
3837,MAR07519,Chondroitin / heparan sulfate biosynthesis
3838,MAR07520,Chondroitin / heparan sulfate biosynthesis
3839,MAR07521,Chondroitin / heparan sulfate biosynthesis
3840,MAR07522,Chondroitin / heparan sulfate biosynthesis
3841,MAR07534,Chondroitin / heparan sulfate biosynthesis
3842,MAR07535,Chondroitin / heparan sulfate biosynthesis
3843,MAR07536,Chondroitin / heparan sulfate biosynthesis
3844,MAR07537,Chondroitin / heparan sulfate biosynthesis
3845,MAR07538,Chondroitin / heparan sulfate biosynthesis
3846,MAR07551,Chondroitin / heparan sulfate biosynthesis
3847,MAR07552,Chondroitin / heparan sulfate biosynthesis
3848,MAR07553,Chondroitin / heparan sulfate biosynthesis
3849,MAR07554,Chondroitin / heparan sulfate biosynthesis
3850,MAR07501,Chondroitin sulfate degradation
3851,MAR07502,Chondroitin sulfate degradation
3852,MAR07503,Chondroitin sulfate degradation
3853,MAR07504,Chondroitin sulfate degradation
3854,MAR07505,Chondroitin sulfate degradation
3855,MAR07506,Chondroitin sulfate degradation
3856,MAR07507,Chondroitin sulfate degradation
3857,MAR07508,Chondroitin sulfate degradation
3858,MAR07513,Chondroitin sulfate degradation
3859,MAR07514,Chondroitin sulfate degradation
3860,MAR07515,Chondroitin sulfate degradation
3861,MAR07516,Chondroitin sulfate degradation
3862,MAR07517,Chondroitin sulfate degradation
